,Đường,Phường-Xã,Quận-Huyện,Thành Phố,Giá,Loại tin,Loại BDS,Chính chủ,Pháp lý,DT,Chiều ngang,Chiều dài,Số lầu,Số phòng ngủ,Hướng,Đường trước nhà,Phòng ăn,Nhà bếp,Sân thượng,Chổ để xe hơi
2326,Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh,"12,5 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,102 m,6m,17m,3,4,_,14m,Y,Y,Y,Y
2327,Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2328,Đường Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2329,Đường Ba Vân, Phường 14, Quận Tân Bình, Hồ Chí Minh,"12,2 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,64 m,4m,15m,5,8,Tây Nam,12m,Y,Y,Y,Y
2330,Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2331,Đường Liên khu 4 - 5, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2332,Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2333,Đường Lạc Long Quân, Phường 9, Quận 10, Hồ Chí Minh,22 tỷ,Cần bán,Nhà mặt tiền,---,---,140 m,5m,20m,5,15,_,20m,---,---,---,---
2334,Tỉnh Lộ 2, Xã Trung Lập Hạ, Huyện Củ Chi, Hồ Chí Minh,750 triệu,Cần bán,"Đất nông, lâm nghiệp",---,---,592 m,---,---,---,---,_,10m,---,---,---,---
2335,Đường Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2336,Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2337,Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2338,Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2339,Đường Lũy Bán Bích, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2340,Đường Gò Dầu, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2341,Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,---,200 m,"4,3m",12m,3,5,_,7m,Y,Y,Y,Y
2342,Đường Mã Lò, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2343,Đường M1, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2344,Đường Nguyễn Quý Anh, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2345,Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2346,Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2347,Đường Nguyễn Văn Săng, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2348,Đường Trường Chinh, Phường 15, Quận Tân Bình, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2349,Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2350,Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2351,Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2352,Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2353,Đường Bình Long, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh,"2,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2354,Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2355,Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2356,Đường Trường Chinh, Phường 13, Quận Tân Bình, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2357,Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2358,Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2359,Đường Cộng Hòa, Phường 13, Quận Tân Bình, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2360,Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2361,Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2362,Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2363,Đường Song Hành, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2364,Đường Liên khu 4 - 5, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,"3,45 tỷ",Cần bán,"Biệt thự, nhà liền kề",---,Giấy tờ hợp lệ,52 m,"4,2m",13m,4,5,Đông,7m,Y,Y,Y,Y
2365,Đường Đồng Đen, Phường 14, Quận Tân Bình, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2366,Đường Ba Vân, Phường 14, Quận Tân Bình, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2367,Đường Lê Trọng Tấn, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2368,Đường Cộng Hòa, Phường 15, Quận Tân Bình, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2369,Đường Liên khu 4 - 5, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2370,Đường Tô Ký, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2371,Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2372,Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2373,Đường Âu Cơ, Phường 14, Quận Tân Bình, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2374,Đường M1, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh,"3,3 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,200 m,"4,3m",12m,3,5,Đông,7m,Y,Y,Y,Y
2375,Đường Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp, Hồ Chí Minh,6 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,56 m,4m,14m,3,4,_,6m,---,---,---,---
2376,Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh,28 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,210 m,7m,21m,---,3,_,16m,---,---,---,---
2377,Đường Trần Văn Quang, Phường 11, Quận Tân Bình, Hồ Chí Minh,27 tỷ,Cần bán,Nhà trong hẻm,---,---,180 m,"7,5m",25m,7,45,_,8m,Y,Y,Y,Y
2378,Đường Trần Tuấn Khải, Phường 5, Quận 5, Hồ Chí Minh,21 tỷ,Cần bán,Nhà mặt tiền,---,---,70 m,"5,4m",13m,3,6,_,20m,---,---,---,---
2379,Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh,"4,45 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,20 m,"4,5m","4,65m",3,3,_,"4,5m",Y,Y,Y,Y
2380,Đường Hai Bà Trưng, Phường Đa Kao, Quận 1, Hồ Chí Minh,110 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,326 m,---,---,8,16,_,30m,---,---,---,---
2381,Đường Lạc Long Quân, Phường 10, Quận Tân Bình, Hồ Chí Minh,"3,55 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,40 m,4m,10m,1,2,_,"2,5m",---,---,---,---
2382,Đường Huỳnh Văn Bánh, Phường 13, Quận Phú Nhuận, Hồ Chí Minh,"7,2 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,38 m,5m,"7,6m",5,4,_,4m,---,Y,Y,Y
2383,Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,"3,54 tỷ",Cần bán,"Biệt thự, nhà liền kề",---,Sổ hồng/ Sổ đỏ,52 m,4m,13m,4,5,Đông,7m,Y,Y,Y,Y
2384,Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh,49 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,263 m,17m,16m,1,2,_,60m,---,---,---,---
2385,Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh,"11,2 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,96 m,5m,19m,1,2,_,12m,---,---,---,---
2386,Đường Bàu Cát 7, Phường 14, Quận Tân Bình, Hồ Chí Minh,"15,5 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,76 m,4m,19m,3,4,_,10m,---,---,---,---
2387,Đường Lạc Long Quân, Phường 8, Quận Tân Bình, Hồ Chí Minh,"3,7 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,35 m,"4,1m","8,5m",1,2,_,4m,---,---,---,---
2388,Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Hồ Chí Minh,"17,5 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,120 m,5m,24m,1,3,_,30m,---,---,---,---
2389,Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh,"4,45 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,20 m,"4,5m","4,65m",3,3,_,"4,5m",Y,Y,Y,Y
2390,Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh,"15,5 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,80 m,"4,1m","19,5m",1,2,_,16m,---,---,---,---
2391,Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Hồ Chí Minh,10 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,150 m,"5,6m",25m,1,7,_,6m,---,---,---,---
2392,Đường Nguyễn Thiện Thuật, Phường 3, Quận 3, Hồ Chí Minh,9 tỷ,Cần bán,Nhà trong hẻm,---,---,41 m,---,---,3,3,_,6m,---,---,---,---
2393,Đường Lê Thị Hồng, Phường 17, Quận Gò Vấp, Hồ Chí Minh,"17,5 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,175 m,7m,25m,4,7,_,12m,---,---,---,---
2394,Đường Trương Công Định, Phường 14, Quận Tân Bình, Hồ Chí Minh,"36,9 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,174 m,"8,4m",24m,2,4,Đông,16m,---,---,---,---
2395,Đường Nhất Chi Mai, Phường 13, Quận Tân Bình, Hồ Chí Minh,"8,5 tỷ",Cần bán,Nhà mặt tiền,---,---,77 m,6m,18m,2,3,_,5m,---,---,---,---
2396,Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh,"4,45 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,20 m,"4,5m","4,65m",3,3,_,"4,5m",Y,Y,Y,Y
2397,Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh,"9,5 tỷ",Cần bán,Nhà mặt tiền,---,---,122 m,"4,8m",22m,1,3,_,30m,---,---,---,---
2398,Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh,"7,3 tỷ",Cần bán,Nhà trong hẻm,---,---,70 m,"4,5m","15,5m",2,2,_,"4,5m",Y,Y,---,Y
2399,Đường Phạm Văn Hai, Phường 3, Quận Tân Bình, Hồ Chí Minh,"7,5 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,90 m,5m,18m,1,3,_,"4,5m",---,---,---,---
2400,Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Hồ Chí Minh,"15,9 tỷ",Cần bán,Nhà mặt tiền,---,---,60 m,4m,15m,3,4,Đông,16m,Y,Y,Y,---
2401,Đường Kỳ Đồng, Phường 9, Quận 3, Hồ Chí Minh,"4,5 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,52 m,4m,13m,2,4,_,6m,---,---,---,---
2402,Đường Bạch Mã, Phường 15, Quận 10, Hồ Chí Minh,25 tỷ,Cần bán,Nhà mặt tiền,---,---,100 m,4m,25m,5,8,_,20m,---,---,---,---
2403,Đường Trường Chinh, Phường 14, Quận Tân Bình, Hồ Chí Minh,"25,9 tỷ",Cần bán,Nhà trong hẻm,---,---,190 m,11m,18m,4,6,_,7m,Y,Y,Y,Y
2404,Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Hồ Chí Minh,33 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,70 m,"4,2m",16m,6,6,_,40m,---,---,---,---
2405,Đường Số 24, Phường Linh Đông, Thành phố Thủ Đức, Hồ Chí Minh,40 triệu / m,Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,2.100 m,30m,70m,1,1,_,8m,Y,Y,---,Y
2406,Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, Hồ Chí Minh,17 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,72 m,4m,18m,4,6,_,20m,Y,Y,Y,Y
2407,Đường Huỳnh Thiên Lộc, Phường Hòa Thạnh, Quận Tân Phú, Hồ Chí Minh,23 tỷ,Cần bán,"Biệt thự, nhà liền kề",---,Sổ hồng/ Sổ đỏ,168 m,8m,21m,2,4,_,12m,Y,Y,Y,---
2408,Đường Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Hồ Chí Minh,34 tỷ,Cần bán,Nhà trong hẻm,---,---,195 m,---,38m,7,42,_,6m,---,---,---,---
2409,Đường Bông Sao, Phường 5, Quận 8, Hồ Chí Minh,"2,5 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,80 m,5m,16m,---,---,_,20m,---,---,---,---
2410,Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh,"4,45 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,20 m,"4,5m","4,65m",3,3,_,"4,5m",Y,Y,Y,Y
2411,Đường Lê Văn Lương, Phường Tân Phong, Quận 7, Hồ Chí Minh,"2,5 tỷ",Cần bán,"Đất thổ cư, đất ở",---,---,80 m,5m,16m,---,---,_,12m,---,---,---,---
2412,Đường Phạm Văn Hai, Phường 3, Quận Tân Bình, Hồ Chí Minh,"8,95 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,76 m,"3,9m",20m,3,4,_,4m,---,---,---,---
2413,Đường Bình Lợi, Phường 13, Quận Bình Thạnh, Hồ Chí Minh,12 tỷ,Cần bán,Nhà trong hẻm,---,---,156 m,10m,16m,---,---,_,10m,---,---,---,---
2414,Đường Số 3, Phường Trường Thọ, Thành phố Thủ Đức, Hồ Chí Minh,"2,5 tỷ",Cần bán,"Đất nền, liền kề, đất dự án",---,Sổ hồng/ Sổ đỏ,100 m,5m,20m,---,---,_,16m,---,---,---,---
2415,Đường số 11, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh,"7,3 tỷ",Cần bán,Nhà mặt tiền,---,---,72 m,4m,17m,4,4,_,6m,---,---,---,---
2416,Đường Trần Thiện Chánh, Phường 12, Quận 10, Hồ Chí Minh,"25,2 tỷ",Cần bán,Nhà mặt tiền,---,---,90 m,"4,1m",22m,4,16,_,16m,---,---,---,---
2417,Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, Hồ Chí Minh,"4,3 tỷ",Cần bán,Nhà trong hẻm,---,---,67 m,"4,5m",15m,2,4,_,8m,---,---,---,---
2418,Đường Đoàn Nguyễn Tuân, Xã An Phú Tây, Huyện Bình Chánh, Hồ Chí Minh,"1,8 tỷ",Cần bán,"Đất nền, liền kề, đất dự án",---,---,100 m,5m,20m,---,---,_,20m,---,---,---,---
2419,Quốc Lộ 13, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh,"7,4 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,54 m,4m,"13,5m",4,6,_,8m,Y,Y,Y,Y
2420,Đường Số 3, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh,"7,4 tỷ",Cần bán,Nhà mặt tiền,---,---,90 m,6m,14m,1,1,_,10m,---,---,---,---
2421,Đường Cây Trâm, Phường 11, Quận Gò Vấp, Hồ Chí Minh,"5,5 tỷ",Cần bán,Nhà trong hẻm,---,---,68 m,4m,17m,3,6,_,8m,---,---,---,---
2422,Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh,"5,2 tỷ",Cần bán,Nhà trong hẻm,---,---,72 m,4m,18m,1,4,_,6m,---,---,---,---
2423,Đường số 12, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh,"5,32 tỷ",Cần bán,Nhà trong hẻm,---,---,72 m,4m,17m,4,5,_,6m,---,---,---,---
2424,Đường Số 6, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh,"2,35 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,45 m,"3,1m","7,5m",1,2,Đông Bắc,5m,---,---,---,---
2425,Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh,"6,5 tỷ",Cần bán,Nhà trong hẻm,---,---,105 m,5m,21m,3,6,_,8m,---,---,---,---
2426,Đường Lạc Long Quân, Phường 9, Quận Tân Bình, Hồ Chí Minh,22 tỷ,Cần bán,Nhà mặt tiền,---,---,100 m,5m,20m,5,10,_,20m,---,---,---,---
2427,Đường Phạm Đức Sơn, Phường 16, Quận 8, Hồ Chí Minh,18 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,180 m,9m,20m,1,2,_,16m,---,---,---,---
2428,Đường Thanh Loan, Phường 5, Quận 8, Hồ Chí Minh,"15,5 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,64 m,4m,16m,4,5,_,13m,Y,Y,Y,Y
2429,Quốc Lộ 13, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh,7 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,53 m,4m,13m,3,4,_,8m,Y,Y,Y,Y
2430,Đường Cộng Hòa, Phường 4, Quận Tân Bình, Hồ Chí Minh,"21,5 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,80 m,4m,20m,4,5,_,20m,Y,Y,Y,Y
2431,Quốc Lộ 13, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh,"6,5 tỷ",Cần bán,Nhà trong hẻm,---,---,62 m,"4,8m",15m,4,4,_,5m,---,---,---,---
2432,Đường Ngô Quyền, Phường 6, Quận 10, Hồ Chí Minh,"17,8 tỷ",Cần bán,Nhà trong hẻm,---,---,90 m,"6,4m",14m,3,6,_,8m,---,---,---,---
2433,Thạnh Lộc Quận 12 Hồ Chí Minh Đường Thạnh Lộc 26, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh,"3,98 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,92 m,5m,---,---,---,_,4m,---,---,---,Y
2434,Đường Nguyễn Ánh Thủ, Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh,"2,8 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,40 m,"4,5m",9m,1,2,Nam,4m,Y,Y,---,---
2435,Đường Đặng Văn Bi, Phường Trường Thọ, Thành phố Thủ Đức, Hồ Chí Minh,"6,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,47 m,4m,11m,2,2,_,8m,---,---,---,---
2436,Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Hồ Chí Minh,"13,8 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,120 m,6m,20m,---,---,_,6m,---,---,---,---
2437,Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh,"4,9 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,60 m,4m,15m,4,4,_,12m,Y,Y,Y,Y
